case_id,crime_no,case_category,registered_date,unit_id,district_id,crime_head_id,crime_subhead_id,gravity,status,lat,lng,brief_facts
795,100040019202600014,FIR,2026-01-24,19,4,5,13,Non-Heinous,Undetected,17.39942,76.86603,Possession reported in the jurisdiction.
796,100040022202600025,FIR,2026-01-24,22,4,3,10,Non-Heinous,Under Investigation,17.22136,76.77754,Domestic Violence Complaint reported in the jurisdiction.
797,100020011202600024,FIR,2026-01-24,11,2,1,2,Non-Heinous,Under Investigation,12.33285,76.59436,Burglary / House-breaking — accused matches pattern seen in other station records.
798,100030015202600024,FIR,2026-01-25,15,3,3,10,Non-Heinous,Under Investigation,15.78987,74.39882,Domestic Violence Complaint reported in the jurisdiction.
799,100010006202600024,FIR,2026-01-25,6,1,2,6,Non-Heinous,Closed,12.91671,77.61596,Grievous Hurt reported in the jurisdiction.
800,100030015202600035,FIR,2026-01-25,15,3,1,1,Non-Heinous,Charge Sheeted,15.78833,74.37045,Part of a recurring theft pattern in this catchment.
801,100050024202600026,FIR,2026-01-25,24,5,1,3,Non-Heinous,Closed,12.97646,74.76635,Part of a recurring chain snatching pattern in this catchment.
802,100060027202600005,FIR,2026-01-26,27,6,4,12,Non-Heinous,Under Investigation,13.36745,77.04898,Social Media Harassment reported in the jurisdiction.
803,100060027202600007,FIR,2026-01-26,27,6,3,10,Non-Heinous,Closed,13.35493,77.03834,Domestic Violence Complaint reported in the jurisdiction.
804,100010004202600015,FIR,2026-01-26,4,1,2,8,Heinous,Charge Sheeted,12.98829,77.61848,Assault reported in the jurisdiction.
805,100010003202600016,FIR,2026-01-26,3,1,3,9,Heinous,Undetected,12.88974,77.6635,Molestation reported in the jurisdiction.
806,100040020202600023,FIR,2026-01-26,20,4,2,7,Non-Heinous,Under Investigation,17.38218,76.70989,Murder reported in the jurisdiction.
807,100020009202600014,FIR,2026-01-27,9,2,2,8,Heinous,Undetected,12.31409,76.71331,Assault reported in the jurisdiction.
808,100020007202600016,FIR,2026-01-27,7,2,2,8,Heinous,Closed,12.21568,76.67119,Assault reported in the jurisdiction.
809,100050026202600022,FIR,2026-01-27,26,5,6,15,Non-Heinous,Under Investigation,12.94515,74.90589,Rioting reported in the jurisdiction.
810,100030014202600006,FIR,2026-01-28,14,3,5,14,Heinous,Undetected,15.81756,74.46118,Peddling reported in the jurisdiction.
811,100030017202600016,FIR,2026-01-28,17,3,1,3,Non-Heinous,Under Investigation,15.94387,74.40071,Chain Snatching reported in the jurisdiction.
812,100050024202600025,FIR,2026-01-28,24,5,1,3,Non-Heinous,Charge Sheeted,13.01161,74.76176,Part of a recurring chain snatching pattern in this catchment.
813,100030017202600002,FIR,2026-01-29,17,3,3,9,Heinous,Closed,15.94693,74.39153,Molestation reported in the jurisdiction.
814,100040018202600007,FIR,2026-01-29,18,4,1,3,Non-Heinous,Under Investigation,17.39478,76.86283,Chain Snatching reported in the jurisdiction.
815,100050023202600010,FIR,2026-01-29,23,5,2,8,Heinous,Under Investigation,12.8744,74.84189,Assault reported in the jurisdiction.
816,100020007202600015,FIR,2026-01-29,7,2,4,11,Non-Heinous,Under Investigation,12.20405,76.67484,Online Financial Fraud reported in the jurisdiction.
817,100030014202600024,FIR,2026-01-29,14,3,1,5,Non-Heinous,Charge Sheeted,15.82198,74.47476,Robbery reported in the jurisdiction.
818,100060030202600020,FIR,2026-01-30,30,6,3,10,Heinous,Under Investigation,13.38304,77.13487,Domestic Violence Complaint reported in the jurisdiction.
819,100050026202600001,FIR,2026-01-31,26,5,1,2,Non-Heinous,Under Investigation,12.95252,74.88416,Burglary / House-breaking reported in the jurisdiction.
820,100020007202600017,FIR,2026-01-31,7,2,1,5,Non-Heinous,Under Investigation,12.21395,76.68664,Robbery reported in the jurisdiction.
821,100060028202600025,FIR,2026-01-31,28,6,2,8,Heinous,Undetected,13.38912,77.02972,Assault reported in the jurisdiction.
822,100040021202600030,FIR,2026-01-31,21,4,1,4,Non-Heinous,Under Investigation,17.26691,76.78864,Part of a recurring vehicle theft pattern in this catchment.
823,100020010202600003,FIR,2026-02-01,10,2,3,9,Non-Heinous,Undetected,12.17725,76.69674,Molestation reported in the jurisdiction.
824,100010005202600020,FIR,2026-02-01,5,1,2,6,Non-Heinous,Closed,12.86515,77.47771,Grievous Hurt reported in the jurisdiction.
825,100030016202600027,FIR,2026-02-01,16,3,5,13,Heinous,Under Investigation,15.82355,74.41158,Possession reported in the jurisdiction.
826,100030017202600024,FIR,2026-02-01,17,3,1,5,Non-Heinous,Undetected,15.96475,74.39964,Robbery — accused matches pattern seen in other station records.
827,100050025202600003,FIR,2026-02-02,25,5,4,12,Non-Heinous,Charge Sheeted,12.88205,74.90104,Social Media Harassment reported in the jurisdiction.
828,100040021202600006,FIR,2026-02-02,21,4,1,3,Non-Heinous,Closed,17.27552,76.7696,Chain Snatching reported in the jurisdiction.
829,100010004202600024,FIR,2026-02-02,4,1,4,11,Non-Heinous,Closed,12.97755,77.63388,Online Financial Fraud reported in the jurisdiction.
830,100030016202600021,FIR,2026-02-02,16,3,1,1,Non-Heinous,Undetected,15.84897,74.39819,Theft reported in the jurisdiction.
831,100010006202600021,FIR,2026-02-02,6,1,5,13,Heinous,Undetected,12.90094,77.61532,Possession reported in the jurisdiction.
832,100060028202600026,FIR,2026-02-02,28,6,4,12,Non-Heinous,Charge Sheeted,13.39065,77.02434,Social Media Harassment reported in the jurisdiction.
833,100010002202600024,FIR,2026-02-02,2,1,1,4,Non-Heinous,Charge Sheeted,12.92371,77.51405,Vehicle Theft reported in the jurisdiction.
834,200010002202600001,UDR,2026-02-03,2,1,5,13,Non-Heinous,Charge Sheeted,12.89397,77.52472,Possession reported in the jurisdiction.
835,100040021202600018,FIR,2026-02-03,21,4,5,14,Heinous,Charge Sheeted,17.25053,76.79672,Peddling reported in the jurisdiction.
836,100040019202600024,FIR,2026-02-03,19,4,5,14,Non-Heinous,Charge Sheeted,17.40908,76.85316,Peddling reported in the jurisdiction.
837,100020010202600016,FIR,2026-02-03,10,2,5,13,Heinous,Charge Sheeted,12.16633,76.70947,Possession reported in the jurisdiction.
838,100040021202600031,FIR,2026-02-03,21,4,1,4,Non-Heinous,Under Investigation,17.26394,76.7872,Part of a recurring vehicle theft pattern in this catchment.
839,100010006202600034,FIR,2026-02-03,6,1,1,2,Non-Heinous,Closed,12.92609,77.61666,Burglary / House-breaking — accused matches pattern seen in other station records.
840,100040020202600003,FIR,2026-02-04,20,4,4,11,Non-Heinous,Closed,17.37576,76.72206,Online Financial Fraud reported in the jurisdiction.
841,100010006202600004,FIR,2026-02-04,6,1,1,1,Non-Heinous,Under Investigation,12.91827,77.61292,Theft reported in the jurisdiction.
842,100050024202600027,FIR,2026-02-04,24,5,1,3,Non-Heinous,Under Investigation,12.99171,74.79385,Part of a recurring chain snatching pattern in this catchment.
843,100010002202600001,FIR,2026-02-05,2,1,1,2,Non-Heinous,Undetected,12.89344,77.52266,Burglary / House-breaking reported in the jurisdiction.
844,100030013202600005,FIR,2026-02-05,13,3,3,9,Non-Heinous,Charge Sheeted,15.75375,74.47216,Molestation reported in the jurisdiction.
845,100010004202600004,FIR,2026-02-05,4,1,4,11,Non-Heinous,Under Investigation,12.96798,77.62726,Online Financial Fraud reported in the jurisdiction.
846,100020011202600007,FIR,2026-02-05,11,2,3,10,Heinous,Undetected,12.34406,76.60737,Domestic Violence Complaint reported in the jurisdiction.
847,100050025202600012,FIR,2026-02-05,25,5,1,5,Non-Heinous,Closed,12.89316,74.89408,Robbery reported in the jurisdiction.
848,100050024202600012,FIR,2026-02-05,24,5,1,4,Non-Heinous,Under Investigation,13.00219,74.77579,Vehicle Theft reported in the jurisdiction.
849,100010005202600014,FIR,2026-02-05,5,1,1,2,Non-Heinous,Under Investigation,12.85042,77.47776,Burglary / House-breaking reported in the jurisdiction.
850,100050026202600018,FIR,2026-02-05,26,5,1,3,Non-Heinous,Under Investigation,12.97783,74.88354,Chain Snatching reported in the jurisdiction.
851,100050025202600028,FIR,2026-02-05,25,5,2,7,Heinous,Charge Sheeted,12.87969,74.87995,Murder reported in the jurisdiction.
852,100030014202600003,FIR,2026-02-06,14,3,2,6,Heinous,Under Investigation,15.81341,74.47728,Grievous Hurt reported in the jurisdiction.
853,100010005202600017,FIR,2026-02-06,5,1,6,15,Non-Heinous,Under Investigation,12.84669,77.48732,Rioting reported in the jurisdiction.
854,100020009202600003,FIR,2026-02-07,9,2,2,6,Non-Heinous,Undetected,12.32846,76.70441,Grievous Hurt reported in the jurisdiction.
855,100060028202600004,FIR,2026-02-07,28,6,5,14,Non-Heinous,Under Investigation,13.40281,77.03975,Peddling reported in the jurisdiction.
856,100010006202600014,FIR,2026-02-07,6,1,1,3,Non-Heinous,Undetected,12.92522,77.63436,Chain Snatching reported in the jurisdiction.
857,100020007202600003,FIR,2026-02-08,7,2,6,15,Non-Heinous,Under Investigation,12.22903,76.69273,Rioting reported in the jurisdiction.
858,100010004202600009,FIR,2026-02-08,4,1,5,13,Heinous,Under Investigation,13.00054,77.6298,Possession reported in the jurisdiction.
859,100030015202600005,FIR,2026-02-08,15,3,1,1,Non-Heinous,Charge Sheeted,15.80814,74.38035,Theft reported in the jurisdiction.
860,100060028202600009,FIR,2026-02-08,28,6,4,11,Non-Heinous,Charge Sheeted,13.38942,77.03452,Online Financial Fraud reported in the jurisdiction.
861,100020007202600007,FIR,2026-02-08,7,2,4,12,Non-Heinous,Closed,12.23629,76.67335,Social Media Harassment reported in the jurisdiction.
862,100030016202600007,FIR,2026-02-08,16,3,2,6,Heinous,Under Investigation,15.83481,74.4097,Grievous Hurt reported in the jurisdiction.
863,100050023202600026,FIR,2026-02-08,23,5,1,4,Non-Heinous,Closed,12.86856,74.82843,Part of a recurring vehicle theft pattern in this catchment.
864,100040019202600002,FIR,2026-02-09,19,4,2,6,Non-Heinous,Closed,17.41112,76.85899,Grievous Hurt reported in the jurisdiction.
865,100060027202600008,FIR,2026-02-09,27,6,6,16,Non-Heinous,Under Investigation,13.36832,77.02558,Public Nuisance reported in the jurisdiction.
866,100040021202600008,FIR,2026-02-09,21,4,6,16,Non-Heinous,Under Investigation,17.24812,76.80243,Public Nuisance reported in the jurisdiction.
867,200050024202600002,UDR,2026-02-09,24,5,2,6,Heinous,Charge Sheeted,12.98323,74.78966,Grievous Hurt reported in the jurisdiction.
868,100030013202600019,FIR,2026-02-09,13,3,6,15,Non-Heinous,Closed,15.75798,74.45635,Rioting reported in the jurisdiction.
869,100030016202600016,FIR,2026-02-09,16,3,6,15,Non-Heinous,Closed,15.83047,74.39137,Rioting reported in the jurisdiction.
870,100060027202600017,FIR,2026-02-09,27,6,1,4,Non-Heinous,Closed,13.37441,77.02548,Vehicle Theft reported in the jurisdiction.
871,100020008202600014,FIR,2026-02-10,8,2,1,1,Non-Heinous,Under Investigation,12.32482,76.56915,Theft reported in the jurisdiction.
872,400020008202600001,Zero FIR,2026-02-10,8,2,1,4,Non-Heinous,Charge Sheeted,12.29181,76.57774,Vehicle Theft reported in the jurisdiction.
873,100010006202600025,FIR,2026-02-10,6,1,1,4,Non-Heinous,Undetected,12.89941,77.6289,Part of a recurring vehicle theft pattern in this catchment.
874,100050023202600027,FIR,2026-02-10,23,5,1,4,Non-Heinous,Undetected,12.86544,74.85025,Part of a recurring vehicle theft pattern in this catchment.
875,100050024202600028,FIR,2026-02-10,24,5,1,3,Non-Heinous,Undetected,12.99203,74.77736,Part of a recurring chain snatching pattern in this catchment.
876,100060028202600008,FIR,2026-02-11,28,6,1,2,Non-Heinous,Undetected,13.38515,77.04185,Burglary / House-breaking reported in the jurisdiction.
877,100020012202600008,FIR,2026-02-11,12,2,6,15,Non-Heinous,Under Investigation,12.20019,76.75803,Rioting reported in the jurisdiction.
878,100010002202600010,FIR,2026-02-11,2,1,5,13,Non-Heinous,Under Investigation,12.90204,77.49064,Possession reported in the jurisdiction.
879,200040018202600001,UDR,2026-02-11,18,4,2,6,Heinous,Charge Sheeted,17.41089,76.84297,Grievous Hurt reported in the jurisdiction.
880,400020011202600002,Zero FIR,2026-02-11,11,2,5,13,Heinous,Closed,12.34494,76.61002,Possession reported in the jurisdiction.
881,100050026202600002,FIR,2026-02-12,26,5,1,4,Non-Heinous,Undetected,12.97688,74.88895,Vehicle Theft reported in the jurisdiction.
882,100010006202600001,FIR,2026-02-12,6,1,4,12,Non-Heinous,Charge Sheeted,12.90527,77.60961,Social Media Harassment reported in the jurisdiction.
883,100040021202600005,FIR,2026-02-12,21,4,6,15,Non-Heinous,Closed,17.26037,76.77153,Rioting reported in the jurisdiction.
884,200020008202600001,UDR,2026-02-12,8,2,1,1,Non-Heinous,Charge Sheeted,12.31914,76.58306,Theft reported in the jurisdiction.
885,100010002202600011,FIR,2026-02-12,2,1,1,5,Non-Heinous,Under Investigation,12.90945,77.51878,Robbery reported in the jurisdiction.
886,100030014202600019,FIR,2026-02-12,14,3,1,2,Non-Heinous,Under Investigation,15.8144,74.47127,Burglary / House-breaking reported in the jurisdiction.
887,100020008202600015,FIR,2026-02-12,8,2,6,16,Non-Heinous,Charge Sheeted,12.3039,76.57887,Public Nuisance reported in the jurisdiction.
888,100030017202600018,FIR,2026-02-12,17,3,6,15,Non-Heinous,Charge Sheeted,15.95894,74.41306,Rioting reported in the jurisdiction.
889,100010003202600002,FIR,2026-02-13,3,1,3,9,Heinous,Undetected,12.86418,77.66775,Molestation reported in the jurisdiction.
890,100010002202600007,FIR,2026-02-13,2,1,1,4,Non-Heinous,Charge Sheeted,12.90743,77.49525,Vehicle Theft reported in the jurisdiction.
891,100060029202600006,FIR,2026-02-13,29,6,2,6,Heinous,Under Investigation,13.30577,77.21736,Grievous Hurt reported in the jurisdiction.
892,100060028202600010,FIR,2026-02-13,28,6,5,13,Heinous,Charge Sheeted,13.38187,77.03169,Possession reported in the jurisdiction.
893,100010003202600017,FIR,2026-02-13,3,1,1,3,Non-Heinous,Undetected,12.88373,77.64046,Chain Snatching reported in the jurisdiction.
894,100020012202600001,FIR,2026-02-14,12,2,2,8,Non-Heinous,Closed,12.20812,76.73026,Assault reported in the jurisdiction.
895,300040020202600001,PAR,2026-02-14,20,4,4,11,Non-Heinous,Under Investigation,17.37431,76.70869,Online Financial Fraud reported in the jurisdiction.
896,100060027202600012,FIR,2026-02-14,27,6,1,1,Non-Heinous,Closed,13.36232,77.03119,Theft reported in the jurisdiction.
897,100010001202600012,FIR,2026-02-14,1,1,1,5,Non-Heinous,Closed,12.88127,77.63728,Robbery reported in the jurisdiction.
898,100050023202600028,FIR,2026-02-14,23,5,1,4,Non-Heinous,Under Investigation,12.86603,74.82898,Part of a recurring vehicle theft pattern in this catchment.
899,100010001202600002,FIR,2026-02-15,1,1,1,3,Non-Heinous,Under Investigation,12.88484,77.66908,Chain Snatching reported in the jurisdiction.
900,100030015202600002,FIR,2026-02-15,15,3,2,6,Heinous,Undetected,15.7915,74.3759,Grievous Hurt reported in the jurisdiction.
901,100010002202600013,FIR,2026-02-15,2,1,1,4,Non-Heinous,Charge Sheeted,12.89337,77.51482,Vehicle Theft reported in the jurisdiction.
902,100010004202600027,FIR,2026-02-15,4,1,1,4,Non-Heinous,Under Investigation,12.96347,77.62422,Vehicle Theft reported in the jurisdiction.
903,100030015202600026,FIR,2026-02-15,15,3,2,8,Non-Heinous,Undetected,15.8123,74.39149,Assault reported in the jurisdiction.
904,100060027202600021,FIR,2026-02-16,27,6,2,7,Non-Heinous,Closed,13.36826,77.02248,Murder reported in the jurisdiction.
905,100040022202600034,FIR,2026-02-16,22,4,1,5,Non-Heinous,Closed,17.21084,76.78802,Robbery — accused matches pattern seen in other station records.
906,100060027202600016,FIR,2026-02-17,27,6,1,4,Non-Heinous,Closed,13.37566,77.03375,Vehicle Theft reported in the jurisdiction.
907,100010005202600023,FIR,2026-02-17,5,1,5,14,Non-Heinous,Under Investigation,12.8745,77.50178,Peddling reported in the jurisdiction.
908,100040022202600023,FIR,2026-02-17,22,4,1,4,Non-Heinous,Charge Sheeted,17.23073,76.78726,Vehicle Theft reported in the jurisdiction.
909,100010006202600026,FIR,2026-02-17,6,1,1,4,Non-Heinous,Charge Sheeted,12.92498,77.6246,Part of a recurring vehicle theft pattern in this catchment.
910,100050023202600029,FIR,2026-02-17,23,5,1,4,Non-Heinous,Charge Sheeted,12.8963,74.84771,Part of a recurring vehicle theft pattern in this catchment.
911,100010006202600028,FIR,2026-02-18,6,1,1,4,Non-Heinous,Charge Sheeted,12.91595,77.60611,Part of a recurring vehicle theft pattern in this catchment.
912,100020008202600004,FIR,2026-02-19,8,2,6,16,Non-Heinous,Under Investigation,12.30117,76.588,Public Nuisance reported in the jurisdiction.
913,100010006202600029,FIR,2026-02-19,6,1,1,4,Non-Heinous,Undetected,12.88758,77.6347,Part of a recurring vehicle theft pattern in this catchment.
914,100010005202600026,FIR,2026-02-20,5,1,1,1,Non-Heinous,Charge Sheeted,12.84741,77.5125,Theft reported in the jurisdiction.
915,100030013202600007,FIR,2026-02-21,13,3,2,6,Non-Heinous,Charge Sheeted,15.77202,74.47594,Grievous Hurt reported in the jurisdiction.
916,100040019202600020,FIR,2026-02-21,19,4,5,14,Non-Heinous,Closed,17.43085,76.86622,Peddling reported in the jurisdiction.
917,100010006202600027,FIR,2026-02-21,6,1,1,4,Non-Heinous,Charge Sheeted,12.91637,77.60627,Part of a recurring vehicle theft pattern in this catchment.
918,400020010202600001,Zero FIR,2026-02-22,10,2,5,14,Non-Heinous,Charge Sheeted,12.16763,76.71892,Peddling reported in the jurisdiction.
919,100030014202600018,FIR,2026-02-22,14,3,6,16,Non-Heinous,Under Investigation,15.7962,74.47079,Public Nuisance reported in the jurisdiction.
920,100010001202600013,FIR,2026-02-22,1,1,1,4,Non-Heinous,Closed,12.8682,77.65664,Vehicle Theft reported in the jurisdiction.
921,100020008202600016,FIR,2026-02-22,8,2,1,5,Non-Heinous,Closed,12.29731,76.57886,Robbery reported in the jurisdiction.
922,100020010202600009,FIR,2026-02-23,10,2,1,4,Non-Heinous,Undetected,12.15899,76.72955,Vehicle Theft reported in the jurisdiction.
923,100010001202600008,FIR,2026-02-23,1,1,6,15,Non-Heinous,Under Investigation,12.85846,77.66526,Rioting reported in the jurisdiction.
924,100030015202600028,FIR,2026-02-23,15,3,5,14,Non-Heinous,Closed,15.80847,74.40336,Peddling reported in the jurisdiction.
925,100050023202600005,FIR,2026-02-24,23,5,5,13,Non-Heinous,Undetected,12.88713,74.85132,Possession reported in the jurisdiction.
926,100040020202600006,FIR,2026-02-24,20,4,2,8,Non-Heinous,Closed,17.3648,76.70641,Assault reported in the jurisdiction.
927,100030016202600010,FIR,2026-02-24,16,3,2,8,Heinous,Under Investigation,15.85226,74.42206,Assault reported in the jurisdiction.
928,100060028202600014,FIR,2026-02-24,28,6,3,10,Non-Heinous,Charge Sheeted,13.3945,77.02975,Domestic Violence Complaint reported in the jurisdiction.
929,100010006202600015,FIR,2026-02-24,6,1,6,16,Non-Heinous,Closed,12.88806,77.6004,Public Nuisance reported in the jurisdiction.
930,100010006202600018,FIR,2026-02-24,6,1,2,7,Heinous,Charge Sheeted,12.8923,77.62076,Murder reported in the jurisdiction.
931,100060028202600019,FIR,2026-02-24,28,6,6,16,Non-Heinous,Charge Sheeted,13.38323,77.0215,Public Nuisance reported in the jurisdiction.
932,100010005202600024,FIR,2026-02-24,5,1,1,4,Non-Heinous,Charge Sheeted,12.85593,77.49723,Vehicle Theft reported in the jurisdiction.
933,100030014202600028,FIR,2026-02-24,14,3,6,15,Non-Heinous,Undetected,15.83471,74.45918,Rioting reported in the jurisdiction.
934,400010004202600002,Zero FIR,2026-02-24,4,1,1,2,Non-Heinous,Closed,12.98958,77.63588,Burglary / House-breaking — accused matches pattern seen in other station records.
935,100050026202600011,FIR,2026-02-25,26,5,5,14,Heinous,Closed,12.94783,74.8939,Peddling reported in the jurisdiction.
936,100040020202600018,FIR,2026-02-25,20,4,4,12,Non-Heinous,Undetected,17.39513,76.71553,Social Media Harassment reported in the jurisdiction.
937,100040019202600028,FIR,2026-02-25,19,4,1,5,Non-Heinous,Under Investigation,17.43295,76.83697,Robbery — accused matches pattern seen in other station records.
938,100010002202600002,FIR,2026-02-26,2,1,3,10,Non-Heinous,Under Investigation,12.89579,77.51375,Domestic Violence Complaint reported in the jurisdiction.
939,100040018202600002,FIR,2026-02-26,18,4,6,16,Non-Heinous,Under Investigation,17.40539,76.87634,Public Nuisance reported in the jurisdiction.
940,100030013202600011,FIR,2026-02-26,13,3,1,2,Non-Heinous,Under Investigation,15.76644,74.48788,Burglary / House-breaking reported in the jurisdiction.
941,100030016202600009,FIR,2026-02-26,16,3,5,14,Heinous,Charge Sheeted,15.84573,74.42536,Peddling reported in the jurisdiction.
942,100040022202600024,FIR,2026-02-26,22,4,2,7,Non-Heinous,Closed,17.22615,76.77121,Murder reported in the jurisdiction.
943,100050024202600016,FIR,2026-02-26,24,5,1,2,Non-Heinous,Closed,12.98857,74.77529,Burglary / House-breaking reported in the jurisdiction.
944,100030017202600023,FIR,2026-02-26,17,3,1,5,Non-Heinous,Undetected,15.93719,74.39418,Robbery — accused matches pattern seen in other station records.
945,100060028202600005,FIR,2026-02-27,28,6,4,12,Non-Heinous,Undetected,13.39908,77.0394,Social Media Harassment reported in the jurisdiction.
946,300020009202600001,PAR,2026-02-27,9,2,5,14,Heinous,Under Investigation,12.31222,76.71665,Peddling reported in the jurisdiction.
947,100020007202600018,FIR,2026-02-27,7,2,3,10,Heinous,Undetected,12.22353,76.67254,Domestic Violence Complaint reported in the jurisdiction.
948,100030014202600022,FIR,2026-02-27,14,3,1,4,Non-Heinous,Closed,15.82994,74.4671,Vehicle Theft reported in the jurisdiction.
949,200030016202600001,UDR,2026-02-28,16,3,5,13,Non-Heinous,Closed,15.83135,74.42509,Possession reported in the jurisdiction.
950,100030014202600029,FIR,2026-02-28,14,3,6,16,Non-Heinous,Under Investigation,15.81417,74.4588,Public Nuisance reported in the jurisdiction.
951,100020007202600006,FIR,2026-03-01,7,2,6,15,Non-Heinous,Charge Sheeted,12.21507,76.6876,Rioting reported in the jurisdiction.
952,100020011202600023,FIR,2026-03-01,11,2,2,6,Heinous,Under Investigation,12.3302,76.61581,Grievous Hurt reported in the jurisdiction.
953,100030016202600006,FIR,2026-03-02,16,3,2,7,Non-Heinous,Under Investigation,15.85823,74.41292,Murder reported in the jurisdiction.
954,100030013202600010,FIR,2026-03-03,13,3,5,14,Non-Heinous,Closed,15.75969,74.47364,Peddling reported in the jurisdiction.
955,100040021202600010,FIR,2026-03-03,21,4,1,4,Non-Heinous,Under Investigation,17.25556,76.78604,Vehicle Theft reported in the jurisdiction.
956,100010005202600004,FIR,2026-03-04,5,1,5,13,Heinous,Undetected,12.87527,77.4835,Possession reported in the jurisdiction.
957,100020008202600005,FIR,2026-03-04,8,2,1,4,Non-Heinous,Charge Sheeted,12.29736,76.57541,Vehicle Theft reported in the jurisdiction.
958,100060028202600029,FIR,2026-03-04,28,6,1,4,Non-Heinous,Charge Sheeted,13.38112,77.04701,Vehicle Theft — accused matches pattern seen in other station records.
959,100040022202600004,FIR,2026-03-05,22,4,1,5,Non-Heinous,Undetected,17.21181,76.7898,Robbery reported in the jurisdiction.
960,100020008202600003,FIR,2026-03-05,8,2,3,10,Heinous,Charge Sheeted,12.29101,76.55471,Domestic Violence Complaint reported in the jurisdiction.
961,100030016202600019,FIR,2026-03-05,16,3,4,12,Non-Heinous,Closed,15.85046,74.41755,Social Media Harassment reported in the jurisdiction.
962,100030016202600002,FIR,2026-03-06,16,3,1,2,Non-Heinous,Charge Sheeted,15.83913,74.41958,Burglary / House-breaking reported in the jurisdiction.
963,100030013202600016,FIR,2026-03-06,13,3,5,14,Heinous,Closed,15.77283,74.47395,Peddling reported in the jurisdiction.
964,100010004202600026,FIR,2026-03-06,4,1,6,16,Non-Heinous,Under Investigation,12.97145,77.62085,Public Nuisance reported in the jurisdiction.
965,100040019202600018,FIR,2026-03-07,19,4,6,16,Non-Heinous,Charge Sheeted,17.43421,76.83695,Public Nuisance reported in the jurisdiction.
966,100040020202600021,FIR,2026-03-07,20,4,1,3,Non-Heinous,Charge Sheeted,17.359,76.70914,Chain Snatching reported in the jurisdiction.
967,100010006202600031,FIR,2026-03-07,6,1,1,4,Non-Heinous,Undetected,12.89452,77.623,Part of a recurring vehicle theft pattern in this catchment.
968,100050023202600002,FIR,2026-03-08,23,5,2,8,Heinous,Under Investigation,12.89348,74.82486,Assault reported in the jurisdiction.
969,100060028202600015,FIR,2026-03-08,28,6,6,15,Non-Heinous,Charge Sheeted,13.40395,77.02909,Rioting reported in the jurisdiction.
970,100040021202600023,FIR,2026-03-08,21,4,1,5,Non-Heinous,Charge Sheeted,17.24807,76.78165,Robbery reported in the jurisdiction.
971,100020012202600018,FIR,2026-03-08,12,2,5,14,Non-Heinous,Under Investigation,12.19909,76.75954,Peddling reported in the jurisdiction.
972,100030013202600030,FIR,2026-03-08,13,3,5,14,Heinous,Undetected,15.76988,74.45876,Peddling reported in the jurisdiction.
973,100040021202600001,FIR,2026-03-09,21,4,2,7,Non-Heinous,Closed,17.25354,76.77731,Murder reported in the jurisdiction.
974,400020010202600002,Zero FIR,2026-03-09,10,2,4,12,Non-Heinous,Under Investigation,12.18166,76.70742,Social Media Harassment reported in the jurisdiction.
975,100010006202600030,FIR,2026-03-09,6,1,1,4,Non-Heinous,Under Investigation,12.92057,77.61923,Part of a recurring vehicle theft pattern in this catchment.
976,100050023202600003,FIR,2026-03-10,23,5,1,4,Non-Heinous,Under Investigation,12.87527,74.83865,Vehicle Theft reported in the jurisdiction.
977,100030017202600005,FIR,2026-03-10,17,3,3,10,Non-Heinous,Charge Sheeted,15.94358,74.39318,Domestic Violence Complaint reported in the jurisdiction.
978,100040022202600020,FIR,2026-03-10,22,4,3,10,Heinous,Closed,17.24419,76.76351,Domestic Violence Complaint reported in the jurisdiction.
979,100040022202600029,FIR,2026-03-10,22,4,3,10,Heinous,Under Investigation,17.21501,76.76063,Domestic Violence Complaint reported in the jurisdiction.
980,100030013202600029,FIR,2026-03-10,13,3,2,6,Non-Heinous,Under Investigation,15.77034,74.45446,Grievous Hurt reported in the jurisdiction.
981,100020012202600023,FIR,2026-03-10,12,2,1,5,Non-Heinous,Under Investigation,12.2004,76.73351,Robbery — accused matches pattern seen in other station records.
982,100040022202600009,FIR,2026-03-11,22,4,3,10,Heinous,Charge Sheeted,17.24545,76.78978,Domestic Violence Complaint reported in the jurisdiction.
983,100030014202600016,FIR,2026-03-11,14,3,1,4,Non-Heinous,Charge Sheeted,15.82836,74.4509,Vehicle Theft reported in the jurisdiction.
984,100050025202600025,FIR,2026-03-11,25,5,5,14,Non-Heinous,Under Investigation,12.89693,74.88583,Peddling reported in the jurisdiction.
985,100040022202600033,FIR,2026-03-12,22,4,1,1,Non-Heinous,Charge Sheeted,17.23937,76.76098,Theft — accused matches pattern seen in other station records.
986,100020010202600001,FIR,2026-03-13,10,2,3,10,Non-Heinous,Charge Sheeted,12.18491,76.72079,Domestic Violence Complaint reported in the jurisdiction.
987,100030016202600004,FIR,2026-03-13,16,3,4,12,Non-Heinous,Under Investigation,15.82875,74.42402,Social Media Harassment reported in the jurisdiction.
988,100020007202600009,FIR,2026-03-13,7,2,1,3,Non-Heinous,Under Investigation,12.22643,76.68588,Chain Snatching reported in the jurisdiction.
989,100060029202600007,FIR,2026-03-13,29,6,2,8,Heinous,Under Investigation,13.30494,77.24331,Assault reported in the jurisdiction.
990,100030016202600017,FIR,2026-03-13,16,3,5,13,Heinous,Closed,15.84939,74.40851,Possession reported in the jurisdiction.
991,100030015202600022,FIR,2026-03-13,15,3,6,15,Non-Heinous,Under Investigation,15.79193,74.3984,Rioting reported in the jurisdiction.
